,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
874,00-01-9595-46,01-307,0,2425,LICEO TECNOLOGICO MAYA DE GUATEMALA,9A. CALLE 3 72,22322025,NORMA ARACELY PALOMO FRANCO DE DIAZ,JOSE MARIO LIMA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
875,00-01-9600-46,01-403,0,2425,LICEO REGIOMONTANO,9A. CALLE 2 64,22202670,CARLOS HUMBERTO GONZALEZ DE LEON,VIVIAN LIZBET MORALES GIRON DE POSADAS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
876,00-01-9615-46,01-628,0,2425,LICEO DE COMPUTACION SIGLO 21 NO.2,11 AVE 9 53,22321938,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,FIN DE SEMANA
877,00-01-9616-46,01-628,0,2425,LICEO DE COMPUTACION SIGLO 21 NO.2,11 AVE 9 53,22321938,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,FIN DE SEMANA
878,00-01-9622-46,01-403,0,2425,LICEO DE COMPUTACION SIGLO 21,12 AVE 13 67,22513852,CARLOS HUMBERTO GONZALEZ DE LEON,JOSE ANTONIO ARGUETA RECINOS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,FIN DE SEMANA
879,00-01-9635-46,01-312,0,2425,CENTRO DE ESTUDIOS PREUNIVERSITARIOS DR. BUCHNER,3A. AVE 14 56,0,AMADO SALOMON FLORES PEREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,DOBLE,FIN DE SEMANA
880,00-01-9639-46,01-312,0,2425,CENTRO DE ESTUDIOS PREUNIVERSITARIOS DR. BUCHNER,3A. AVE 14 56 ZONA 1,0,AMADO SALOMON FLORES PEREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
881,00-01-9646-46,01-403,0,2425,COLEGIO TECNICO RENOIR,3A. AVE 6 10,22327654,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
882,00-01-9665-46,01-318,0,2425,COLEGIO TECNOLOGICO EMPRESARIAL,11 AVE 9 12,22203383,LESLIE AZUCENA MONZON TECUN,JUSTO MANUEL ESTRADA VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,DIARIO(REGULAR)
883,00-01-9667-46,01-403,0,2425,LICEO HISPANOAMERICANO,1A. AVE 7 12,22518774,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,FIN DE SEMANA
884,00-01-9668-46,01-317,0,2425,LICEO HISPANOAMERICANO,1A. AVE 7 12,22381342,MARIANO DOMINGO ESTRADA TELETOR,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
885,00-01-9688-46,01-312,0,2425,COLEGIO PREUNIVERSITARIO DEL CENTRO HISTORICO,3A. AVE 14 56,0,AMADO SALOMON FLORES PEREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
886,00-01-9690-46,01-403,0,2425,COLEGIO LA VERDAD,7A. AVE 3 75,22329759,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
887,00-01-9694-46,01-627,0,2425,LICEO DE COMPUTACION SIGLO 21 NO.3,13 CALLE 9 60,22211863,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
888,00-01-9699-46,01-312,0,2425,COLEGIO DEL CENTRO HISTORICO,3A. AVE 14 56,22325513,AMADO SALOMON FLORES PEREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
889,00-01-9709-46,01-627,0,2425,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,4A. AVE 3 64,22382723,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
890,00-01-9710-46,01-627,0,2425,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,4A. AVE 3 64,22382723,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
891,00-01-9712-46,01-312,0,2425,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,4A. AVE 3 64,22382723,AMADO SALOMON FLORES PEREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
892,00-01-9718-46,01-403,0,2425,LICEO GIORDANO BRUNO,3A. AVE 13 49,22305411,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
893,00-01-9719-46,01-312,0,2425,LICEO GIORDANO BRUNO,3A. AVE 13 49,22305411,AMADO SALOMON FLORES PEREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
894,00-01-9725-46,01-312,0,2425,LICEO GIORDANO BRUNO,3A. AVE 13 49,22305411,AMADO SALOMON FLORES PEREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
895,00-01-9745-46,01-307,0,2425,COLEGIO TECNICO RENOIR,3A. AVE 6 10,22327654,NORMA ARACELY PALOMO FRANCO DE DIAZ,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
896,00-01-9773-46,01-403,0,2425,INSTITUTO LICENCIADO GUILLERMO PUTZEYS ALVAREZ,11 CALLE 3 59,24637777,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
897,00-01-9780-46,01-403,0,2425,COLEGIO VALVERDE NO.2,4A. AVE 4 49,22093200,CARLOS HUMBERTO GONZALEZ DE LEON,SARA LIZBETH COLINDRES MILIAN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
898,00-01-9781-46,01-627,0,2425,LICEO GUATEMALTECO DE COMPUTACION,4A. AVE 15 57,22326419,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
899,00-01-9788-46,01-318,0,2425,COLEGIO VALVERDE NO.2,4A. AVE 4 49,22093200,LESLIE AZUCENA MONZON TECUN,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
900,00-01-9789-46,01-318,0,2425,COLEGIO VALVERDE NO.2,4A. AVE 4 49,22093200,LESLIE AZUCENA MONZON TECUN,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
901,00-01-9790-46,01-318,0,2425,COLEGIO VALVERDE NO.2,4A. AVE 4 49,22093200,LESLIE AZUCENA MONZON TECUN,SARA LIZBETH COLINDRES MILIAN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
902,00-01-9792-46,99-001,0,2425,COLEGIO GUATEMALA,6A. AVE,0,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
903,00-01-9798-46,99-001,0,2425,INSTITUTO GUATEMALA (GUATEMALA INSTITUTE),"11 CALLE 2 52, ZONA 1",22067425,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
904,00-01-9803-46,99-001,0,2425,INSTITUTO MODELO,CIUDAD GUATEMALA,0,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,ENMY GLANDYS SALAZAR AJSIJTUJ,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
905,00-01-9804-46,99-001,0,2425,LICEO PANAMERICANO,11 CALLE,0,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
906,00-01-9814-46,01-317,0,2425,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20 32, COLONIA LAS VICTORIAS",22510952,MARIANO DOMINGO ESTRADA TELETOR,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
907,00-01-9816-46,01-627,0,2425,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20 32, COLONIA LAS VICTORIAS",22510952,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
908,00-01-9817-46,01-627,0,2425,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20 32, COLONIA LAS VICTORIAS",22510952,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
909,00-01-9821-46,01-316,0,2425,INSTITUTO TECNOLOGICO FRANCISCO MARROQUIN,8A. CALLE 0 30,22321894,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
910,00-01-9825-46,01-307,0,2425,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0 23,22380700,NORMA ARACELY PALOMO FRANCO DE DIAZ,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
911,00-01-9829-46,99-001,0,2425,LICEO PANAMERICANO,11 CALLE Y 6A. AVE,0,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
912,00-01-9830-46,99-001,0,2425,COLEGIO SECRETARIAL GUATEMALTECO,5A. CALLE 0 26,0,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,DOBLE,FIN DE SEMANA
913,00-01-9831-46,99-001,0,2425,LICEO JOSE DE SAN MARTIN,6A. AVE 1 73,0,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
914,00-01-9836-46,01-317,0,2425,LICEO DE COMPUTACION SIGLO 21 NO.3,13 CALLE 9 60,22211863,MARIANO DOMINGO ESTRADA TELETOR,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
915,00-01-9838-46,01-308,0,2425,CENTRO EDUCATIVO REAL DEL BOSQUE,15 CALLE A 10 36,22322695,LEONEL AMILCAR RIOS FUENTES,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
916,00-01-9846-46,01-403,0,2425,LICEO MONTECARLO,5A. AVE 4 36,45336574,CARLOS HUMBERTO GONZALEZ DE LEON,EDGAR MANUEL SALOMON ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
917,00-01-9849-46,01-403,0,2425,LICEO CLASICO EN COMPUTACION,4A. CALLE 5 52,23041515,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
918,00-01-9850-46,01-403,0,2425,LICEO CLASICO EN COMPUTACION,4A. CALLE 5 52,22384376,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
919,00-02-0005-46,01-301,0,2426,COLEGIO MIXTO PRIVADO EL DEBER,"AVE SIMEON CANAS, 06 11",22541365,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
920,00-02-0006-46,01-101,0,2426,INSTITUTO CULTURAL AMERICANO,7A. AVE,0,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,DOBLE,FIN DE SEMANA
921,00-02-0014-46,01-301,0,2426,CENTRO EDUCATIVO ROTARIO BENITO JUAREZ,4A. CALLE 8 80,22549485,ERICK ESTUARDO SANCHEZ ARCHILA,MAYRA LISSETTE SIERRA MORALES DE SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
922,00-02-0018-46,01-403,0,2426,COLEGIO DE NINAS SANTA INES,7A. AVE 7 71,22541047,CARLOS HUMBERTO GONZALEZ DE LEON,ELSA CEREZO SISNIEGA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
923,00-02-0027-46,01-403,0,2426,LICEO CRISTIANO EXXITTO,AVE SIMEON CANAS 7 73,22884422,CARLOS HUMBERTO GONZALEZ DE LEON,LESBIA LETICIA SANDOVAL ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
924,00-02-0028-46,01-403,0,2426,LICEO CRISTIANO EXXITTO,AVE SIMEON CANAS 7 73,22884422,CARLOS HUMBERTO GONZALEZ DE LEON,LESBIA LETICIA SANDOVAL ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
925,00-02-0031-46,01-403,0,2426,COLEGIO EVANGELICO MIXTO LA PATRIA,7A.AVE 7 38,22541037,CARLOS HUMBERTO GONZALEZ DE LEON,MARIO SAMUEL FERNANDEZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
926,00-02-0032-46,01-403,0,2426,COLEGIO EVANGELICO MIXTO LA PATRIA,7A.AVE 7 38,22541309,CARLOS HUMBERTO GONZALEZ DE LEON,MARIO SAMUEL FERNANDEZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
927,00-02-0044-46,01-301,0,2426,CENTRO DE APRENDIZAJE INTEGRAL EL CEDAPRI VESPERTINO,"13 AVE 10 20, CIUDAD NUEVA",22091616,ERICK ESTUARDO SANCHEZ ARCHILA,ELSA DELIA CONTRERAS NAJERA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
928,00-02-0049-46,01-403,0,2426,INSTITUTO PRIVADO MIXTO TECNOLOGICO EXPERIMENTAL VOCACIONAL FEDERICO TAYLOR,7A. AVE 4 38,25036767,CARLOS HUMBERTO GONZALEZ DE LEON,VICTOR MANUEL ESTRADA MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
929,00-02-0050-46,01-301,0,2426,COLEGIO MARIANO DE SAN JOSE DE LA MONTANA,9A. AVE 1 66 ZONA 2,22211889,ERICK ESTUARDO SANCHEZ ARCHILA,GUILLERMINA MUNGUIA GUZMAN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
930,00-02-0091-46,01-301,0,2426,COLEGIO DE SENORITAS SANTA INES,7A. AVE 7 71,22541047,ERICK ESTUARDO SANCHEZ ARCHILA,DORCAS SEPHORA MAS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
931,00-02-0092-46,01-301,0,2426,COLEGIO DE SENORITAS SANTA INES,7A. AVE 7 71,22541047,ERICK ESTUARDO SANCHEZ ARCHILA,DORCAS SEPHORA MAS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
932,00-02-0094-46,01-301,0,2426,COLEGIO EVANGELICO MIXTO LA PATRIA,7A. AVE. 7 38,22541037,ERICK ESTUARDO SANCHEZ ARCHILA,ERIKA MARIA OLIVA CITAN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
933,00-02-0102-46,01-301,0,2426,COLEGIO EL NUEVO MANANTIAL,"11 AVE 9 58, CIUDAD NUEVA",22894901,ERICK ESTUARDO SANCHEZ ARCHILA,ETELVINA CARRILLO ALVAREZ DE XUYA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
934,00-02-0104-46,01-301,0,2426,COLEGIO SANTA SOFIA DE JESUS,7A. AVE A 7 60,22541111,ERICK ESTUARDO SANCHEZ ARCHILA,YESINIA ESMERALDA SARAVIA CRUZ DE MEDINA,DIVERSIFICADO,PRIVADO,URBANA,1,BILINGUE,MATUTINA,DIARIO(REGULAR)
935,00-02-0106-46,01-301,0,2426,CENTRO EDUCATIVO ESPERANZA JUVENIL,"12 AVE 16 32, CIUDAD NUEVA",22549911,ERICK ESTUARDO SANCHEZ ARCHILA,MAYRA ELIZABETH LOPEZ DE LEON DE CRUZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
936,00-02-0197-46,01-301,0,2426,INSTITUTO PRIVADO MIXTO TECNOLOGICO EXPERIMENTAL  FEDERICO TAYLOR,7A.AVE. 4 38,25036767,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
937,00-02-0313-46,01-308,0,2426,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PRACTICO MODERNO,7A.AVE. 1 92,22320691,LEONEL AMILCAR RIOS FUENTES,NANANANANANA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
938,00-02-0314-46,01-301,0,2426,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS,3A.AVE. 9 00 INTERIOR FINCA EL ZAPOTE,24111800,ERICK ESTUARDO SANCHEZ ARCHILA,ADOLFO ROBERTO BARRIOS ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
939,00-02-0315-46,01-301,0,2426,COLEGIO EVANGELICO MIXTO LA PATRIA,7A.AVE. 7 38,22541037,ERICK ESTUARDO SANCHEZ ARCHILA,ERIKA MARIA OLIVA CITAN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
940,00-02-0317-46,01-301,0,2426,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CULTURAL AMERICANO,7A.AVE 4 11,22320426,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
941,00-02-0318-46,01-301,0,2426,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE ESTUDIOS DIVERSIFICADOS (C.E.D.),3A.AVE 9 00 INTERIOR FINCA EL ZAPOTE,24111800,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
942,00-02-0321-46,01-301,0,2426,COLEGIO VANGUARDIA JUVENIL,11 AVE 5 27,22541748,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
943,00-02-3051-46,NA,0,2426,COLEGIO DANIEL DEFOE,11 AVE 13 19,22511594,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
944,00-02-7035-46,01-,0,2426,INSTITUTO CULTURAL AMERICANO,7A.AVE 4 11,22320426,MARIA FELICITA ROQUE CARRERA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
945,00-02-7079-46,NA,0,2426,CPUM COLEGIO MIXTO CRISTIANO EN COMPUTACION LAS AMERICAS,5A. CALLE 5 37,22324231,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
946,00-02-7194-46,NA,0,2426,CPUM VERSALLES,7AVE 1 13,22384834,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
947,00-02-7549-46,01-301,0,2426,COLEGIO DE ESTUDIOS COMERCIALES Y COMPUTACION,9A. AVE. 1 66,22542466,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
948,00-02-7736-46,01-301,0,2426,COLEGIO MIXTO BILINGUE NUEVO AMANECER,13 AVE. 10 20 CIUDAD NUEVA,22091616,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
949,00-02-7868-46,01-301,0,2426,COLEGIO SAN ANGEL,14 CALLE 11 06 CIUDAD NUEVA,22540214,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
950,00-02-7871-46,01-407,0,2426,COLEGIO SAN ANGEL,14 CALLE 11 06 CIUDAD NUEVA,22540314,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
951,00-02-7873-46,01-627,0,2426,COLEGIO SAN ANGEL (BACHILLERATO POR MADUREZ),14 CALLE 11 06 CIUDAD NUEVA,22540214,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
952,00-02-8021-46,01-403,0,2426,COLEGIO MIXTO EN COMPUTACION MILENIUM,5A. CALLE 5 37,22204730,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
953,00-02-8257-46,01-403,0,2426,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),11 AVE 18 45 CIUDAD NUEVA,24126666,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,A DISTANCIA
954,00-02-8272-46,01-403,0,2426,COLEGIO MIXTO EN COMPUTACION MILENIUM (POR MADUREZ),5A. CALLE 5 37,41893313,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
955,00-02-8303-46,01-301,0,2426,LICEO CHAPERO,"13 AVE 11 30, CIUDAD NUEVA",22700061,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
956,00-02-8406-46,01-102,0,2426,COLEGIO CATOLICO MIXTO LICEO TRINITARIO,11 AVE A 6 04,52552704,ZIZI ARELY LOPEZ CHINCHILLA,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
957,00-02-8428-46,01-407,0,2426,INSTITUTO MIXTO PRIVADO JOSE ERNESTO MONZON,11 AVE. A 6 04 CIUDAD NUEVA,22881328 7089673,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,FIN DE SEMANA
958,00-02-8990-46,01-301,0,2426,LICEO COMERCIAL GAT-HEFER,2A. CALLE 11 58,22542009,ERICK ESTUARDO SANCHEZ ARCHILA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
959,00-02-9049-46,01-319,0,2426,COLEGIO MIXTO EN COMPUTACION MILENIUM,5A. CALLE 5 37,22204730,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
960,00-02-9138-46,01-319,0,2426,LICEO TECNICO CONSTRUCTIVISTA,AVE SIMEON CANAS 2 12,22208545,ISAURA AMPARO RECINOS CARRILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
961,00-02-9140-46,01-403,0,2426,LICEO TECNICO CONSTRUCTIVISTA (POR MADUREZ),AVE SIMEON CANAS 2 12,22208545,CARLOS HUMBERTO GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
962,00-02-9373-46,01-301,0,2426,COLEGIO MANANTIAL,"11 AVE 11 56, CIUDAD NUEVA",22894901,ERICK ESTUARDO SANCHEZ ARCHILA,ETELVINA CARRILLO ALVAREZ DE XUYA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
963,00-02-9802-46,99-001,0,2426,INSTITUTO DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS IECA,3A. AVE. 9 00,24111800,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NA,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
964,00-02-9810-46,01-403,0,2426,LICEO TECNICO CONSTRUCTIVISTA,AVE SIMEON CANAS 2 12,22208545,CARLOS HUMBERTO GONZALEZ DE LEON,MARIA ANTONIETA GARCIA AIFAN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
965,00-03-0007-46,01-302,0,2439,COLEGIO MIXTO JESUS DEL CONSUELO,4A. AVE 25 11,24406290,HECTOR EDELMIRO FLORES BRINGUEZ,MARIO AUGUSTO ALFARO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
